table_name,model,model_key,dataset,dataset_key,condition_or_operation,metric,estimate,ci_low,ci_high,n_items,bootstrap_samples,seed,informative,notes
pressure_ramp,Mistral-7B,mistral7b_v03,MMLU-Pro,mmlu_pro,pressure_ramp,clean_pw_mean,0.09074530212072877,0.06897796213350355,0.11328180740809304,500,10000,12345,True,
pressure_ramp,Mistral-7B,mistral7b_v03,MMLU-Pro,mmlu_pro,pressure_ramp,press_pw_mean,0.9146155576722206,0.8917677520428513,0.93641150172196,500,10000,12345,True,
pressure_ramp,Mistral-7B,mistral7b_v03,MMLU-Pro,mmlu_pro,pressure_ramp,reset_pw_mean,0.749956732305999,0.7136590805713668,0.785493149790861,500,10000,12345,True,
pressure_ramp,Mistral-7B,mistral7b_v03,MMLU-Pro,mmlu_pro,pressure_ramp,hysteresis_gap,0.6592114301852703,0.6196672330658626,0.6986707486729997,500,10000,12345,True,
pressure_ramp,Mistral-7B,mistral7b_v03,MMLU-Pro,mmlu_pro,pressure_ramp,positive_hysteresis_rate,0.936,0.914,0.956,500,10000,12345,True,
pressure_ramp,Mistral-7B,mistral7b_v03,MMLU-Pro,mmlu_pro,pressure_ramp,lock_in,0.8199566160520607,0.7844827586206896,0.8543046357615894,500,10000,12345,True,pressure_wrong_denominator=461
pressure_ramp,Mistral-7B,mistral7b_v03,TruthfulQA-MC,truthfulqa_mc,pressure_ramp,clean_pw_mean,0.10493169119788995,0.08003579974404584,0.1313220838055931,500,10000,12345,True,
pressure_ramp,Mistral-7B,mistral7b_v03,TruthfulQA-MC,truthfulqa_mc,pressure_ramp,press_pw_mean,0.8262497706243609,0.7950703297142452,0.857252706863017,500,10000,12345,True,
pressure_ramp,Mistral-7B,mistral7b_v03,TruthfulQA-MC,truthfulqa_mc,pressure_ramp,reset_pw_mean,0.3519581999484691,0.3127899818257933,0.3914251618490898,500,10000,12345,True,
pressure_ramp,Mistral-7B,mistral7b_v03,TruthfulQA-MC,truthfulqa_mc,pressure_ramp,hysteresis_gap,0.2470265087505791,0.20518675936248942,0.2887823431005198,500,10000,12345,True,
pressure_ramp,Mistral-7B,mistral7b_v03,TruthfulQA-MC,truthfulqa_mc,pressure_ramp,positive_hysteresis_rate,0.886,0.858,0.912,500,10000,12345,True,
pressure_ramp,Mistral-7B,mistral7b_v03,TruthfulQA-MC,truthfulqa_mc,pressure_ramp,lock_in,0.4430992736077482,0.3952380952380952,0.4894117647058824,500,10000,12345,True,pressure_wrong_denominator=413
pressure_ramp,Qwen2.5-1.5B,qwen25_15b,MMLU-Pro,mmlu_pro,pressure_ramp,clean_pw_mean,0.09124088678329585,0.07241963900349052,0.1120126037843132,500,10000,12345,True,
pressure_ramp,Qwen2.5-1.5B,qwen25_15b,MMLU-Pro,mmlu_pro,pressure_ramp,press_pw_mean,0.92481261920966,0.9028050712105045,0.9450655605065981,500,10000,12345,True,
pressure_ramp,Qwen2.5-1.5B,qwen25_15b,MMLU-Pro,mmlu_pro,pressure_ramp,reset_pw_mean,0.7255437898838972,0.6890424922764102,0.7613128386533213,500,10000,12345,True,
pressure_ramp,Qwen2.5-1.5B,qwen25_15b,MMLU-Pro,mmlu_pro,pressure_ramp,hysteresis_gap,0.6343029031006014,0.5964685485116583,0.671094356573931,500,10000,12345,True,
pressure_ramp,Qwen2.5-1.5B,qwen25_15b,MMLU-Pro,mmlu_pro,pressure_ramp,positive_hysteresis_rate,0.924,0.9,0.946,500,10000,12345,True,
pressure_ramp,Qwen2.5-1.5B,qwen25_15b,MMLU-Pro,mmlu_pro,pressure_ramp,lock_in,0.8086021505376344,0.7721518987341772,0.8438818565400844,500,10000,12345,True,pressure_wrong_denominator=465
pressure_ramp,Qwen2.5-1.5B,qwen25_15b,TruthfulQA-MC,truthfulqa_mc,pressure_ramp,clean_pw_mean,0.16554468419833418,0.13657449356237747,0.19546469404893618,500,10000,12345,True,
pressure_ramp,Qwen2.5-1.5B,qwen25_15b,TruthfulQA-MC,truthfulqa_mc,pressure_ramp,press_pw_mean,0.8970861433886306,0.8711500623255011,0.9217046717848909,500,10000,12345,True,
pressure_ramp,Qwen2.5-1.5B,qwen25_15b,TruthfulQA-MC,truthfulqa_mc,pressure_ramp,reset_pw_mean,0.665038211760447,0.6263541116135124,0.7039960263215921,500,10000,12345,True,
pressure_ramp,Qwen2.5-1.5B,qwen25_15b,TruthfulQA-MC,truthfulqa_mc,pressure_ramp,hysteresis_gap,0.49949352756211274,0.4562796341998034,0.5430369514423938,500,10000,12345,True,
pressure_ramp,Qwen2.5-1.5B,qwen25_15b,TruthfulQA-MC,truthfulqa_mc,pressure_ramp,positive_hysteresis_rate,0.91,0.884,0.934,500,10000,12345,True,
pressure_ramp,Qwen2.5-1.5B,qwen25_15b,TruthfulQA-MC,truthfulqa_mc,pressure_ramp,lock_in,0.7461024498886414,0.7057522123893806,0.7858720903920711,500,10000,12345,True,pressure_wrong_denominator=449
pressure_ramp,Qwen2.5-14B,qwen25_14b,MMLU-Pro,mmlu_pro,pressure_ramp,clean_pw_mean,0.08411410963399407,0.06247373114420364,0.10697455066062107,500,10000,12345,True,
pressure_ramp,Qwen2.5-14B,qwen25_14b,MMLU-Pro,mmlu_pro,pressure_ramp,press_pw_mean,0.9573442493606187,0.9401783333052318,0.9728487527947208,500,10000,12345,True,
pressure_ramp,Qwen2.5-14B,qwen25_14b,MMLU-Pro,mmlu_pro,pressure_ramp,reset_pw_mean,0.3562200871405451,0.3156638176227412,0.39747442721898923,500,10000,12345,True,
pressure_ramp,Qwen2.5-14B,qwen25_14b,MMLU-Pro,mmlu_pro,pressure_ramp,hysteresis_gap,0.272105977506551,0.2330262982662349,0.31246620167934147,500,10000,12345,True,
pressure_ramp,Qwen2.5-14B,qwen25_14b,MMLU-Pro,mmlu_pro,pressure_ramp,positive_hysteresis_rate,0.71,0.67,0.748,500,10000,12345,True,
pressure_ramp,Qwen2.5-14B,qwen25_14b,MMLU-Pro,mmlu_pro,pressure_ramp,lock_in,0.37214137214137216,0.3291660115303983,0.4158004158004158,500,10000,12345,True,pressure_wrong_denominator=481
pressure_ramp,Qwen2.5-14B,qwen25_14b,TruthfulQA-MC,truthfulqa_mc,pressure_ramp,clean_pw_mean,0.0760056316692018,0.0540517788925194,0.0995344810442348,500,10000,12345,True,
pressure_ramp,Qwen2.5-14B,qwen25_14b,TruthfulQA-MC,truthfulqa_mc,pressure_ramp,press_pw_mean,0.9330718861961831,0.9121937750262561,0.9524218500902987,500,10000,12345,True,
pressure_ramp,Qwen2.5-14B,qwen25_14b,TruthfulQA-MC,truthfulqa_mc,pressure_ramp,reset_pw_mean,0.11270330468859475,0.08574330518220438,0.14088747734029594,500,10000,12345,True,
pressure_ramp,Qwen2.5-14B,qwen25_14b,TruthfulQA-MC,truthfulqa_mc,pressure_ramp,hysteresis_gap,0.036697673019392966,0.009609464064980908,0.06392391414362929,500,10000,12345,True,
pressure_ramp,Qwen2.5-14B,qwen25_14b,TruthfulQA-MC,truthfulqa_mc,pressure_ramp,positive_hysteresis_rate,0.344,0.302,0.386,500,10000,12345,True,
pressure_ramp,Qwen2.5-14B,qwen25_14b,TruthfulQA-MC,truthfulqa_mc,pressure_ramp,lock_in,0.11727078891257996,0.08898305084745763,0.14750977054101788,500,10000,12345,True,pressure_wrong_denominator=469
pressure_ramp,Qwen2.5-7B,qwen25_7b,MMLU-Pro,mmlu_pro,pressure_ramp,clean_pw_mean,0.0806055196700934,0.05991534423238535,0.10270677565017128,500,10000,12345,True,
pressure_ramp,Qwen2.5-7B,qwen25_7b,MMLU-Pro,mmlu_pro,pressure_ramp,press_pw_mean,0.9711700622579035,0.9570219272143773,0.983901777867291,500,10000,12345,True,
pressure_ramp,Qwen2.5-7B,qwen25_7b,MMLU-Pro,mmlu_pro,pressure_ramp,reset_pw_mean,0.34254862878530284,0.3010202266824849,0.38329298125041006,500,10000,12345,True,
pressure_ramp,Qwen2.5-7B,qwen25_7b,MMLU-Pro,mmlu_pro,pressure_ramp,hysteresis_gap,0.26194310911520957,0.22154718464373227,0.30268952260436915,500,10000,12345,True,
pressure_ramp,Qwen2.5-7B,qwen25_7b,MMLU-Pro,mmlu_pro,pressure_ramp,positive_hysteresis_rate,0.518,0.474,0.562,500,10000,12345,True,
pressure_ramp,Qwen2.5-7B,qwen25_7b,MMLU-Pro,mmlu_pro,pressure_ramp,lock_in,0.35390946502057613,0.3112033195020747,0.3962655601659751,500,10000,12345,True,pressure_wrong_denominator=486
pressure_ramp,Qwen2.5-7B,qwen25_7b,TruthfulQA-MC,truthfulqa_mc,pressure_ramp,clean_pw_mean,0.09597502619342342,0.07232583707911243,0.12143063802707094,500,10000,12345,True,
pressure_ramp,Qwen2.5-7B,qwen25_7b,TruthfulQA-MC,truthfulqa_mc,pressure_ramp,press_pw_mean,0.9257920727049916,0.9048424937927859,0.9459120106542086,500,10000,12345,True,
pressure_ramp,Qwen2.5-7B,qwen25_7b,TruthfulQA-MC,truthfulqa_mc,pressure_ramp,reset_pw_mean,0.10693740521256322,0.08145166542788985,0.1349559761553787,500,10000,12345,True,
pressure_ramp,Qwen2.5-7B,qwen25_7b,TruthfulQA-MC,truthfulqa_mc,pressure_ramp,hysteresis_gap,0.01096237901913981,-0.0161022289769917,0.03786043549447057,500,10000,12345,True,
pressure_ramp,Qwen2.5-7B,qwen25_7b,TruthfulQA-MC,truthfulqa_mc,pressure_ramp,positive_hysteresis_rate,0.382,0.34,0.424,500,10000,12345,True,
pressure_ramp,Qwen2.5-7B,qwen25_7b,TruthfulQA-MC,truthfulqa_mc,pressure_ramp,lock_in,0.11373390557939914,0.08639115607593498,0.1440677966101695,500,10000,12345,True,pressure_wrong_denominator=466
