table_name,model,model_key,dataset,dataset_key,condition_or_operation,metric,estimate,ci_low,ci_high,n_items,bootstrap_samples,seed,informative,notes
relabel_effect,Mistral-7B,mistral7b_v03,MMLU-Pro,mmlu_pro,option_relabel_shuffle_reset,baseline_pw,0.8504364411233457,0.8207871826427412,0.8793627414382114,500,10000,12345,True,
relabel_effect,Mistral-7B,mistral7b_v03,MMLU-Pro,mmlu_pro,option_relabel_shuffle_reset,shuffle_pw,0.8086554212106711,0.7778960930844604,0.8385726524053213,500,10000,12345,True,
relabel_effect,Mistral-7B,mistral7b_v03,MMLU-Pro,mmlu_pro,option_relabel_shuffle_reset,wrong_reduction,0.04178101991267459,0.010786371725033798,0.07264663744815823,500,10000,12345,True,
relabel_effect,Mistral-7B,mistral7b_v03,TruthfulQA-MC,truthfulqa_mc,option_relabel_shuffle_reset,baseline_pw,0.5767518640508582,0.5375578075109062,0.6160073860481547,500,10000,12345,True,
relabel_effect,Mistral-7B,mistral7b_v03,TruthfulQA-MC,truthfulqa_mc,option_relabel_shuffle_reset,shuffle_pw,0.6861677625740001,0.6490637150524146,0.7233665335783642,500,10000,12345,True,
relabel_effect,Mistral-7B,mistral7b_v03,TruthfulQA-MC,truthfulqa_mc,option_relabel_shuffle_reset,wrong_reduction,-0.10941589852314194,-0.14563201191234562,-0.07287918378468505,500,10000,12345,True,
relabel_effect,Qwen2.5-1.5B,qwen25_15b,MMLU-Pro,mmlu_pro,option_relabel_shuffle_reset,baseline_pw,0.8395362851366934,0.8077781999831112,0.869113301914438,500,10000,12345,True,
relabel_effect,Qwen2.5-1.5B,qwen25_15b,MMLU-Pro,mmlu_pro,option_relabel_shuffle_reset,shuffle_pw,0.514223001366406,0.4781909344820288,0.5506797115419124,500,10000,12345,True,
relabel_effect,Qwen2.5-1.5B,qwen25_15b,MMLU-Pro,mmlu_pro,option_relabel_shuffle_reset,wrong_reduction,0.3253132837702876,0.28710627331525557,0.3631778367901861,500,10000,12345,True,
relabel_effect,Qwen2.5-1.5B,qwen25_15b,TruthfulQA-MC,truthfulqa_mc,option_relabel_shuffle_reset,baseline_pw,0.7728485736996459,0.7370098795960902,0.8076062303271879,500,10000,12345,True,
relabel_effect,Qwen2.5-1.5B,qwen25_15b,TruthfulQA-MC,truthfulqa_mc,option_relabel_shuffle_reset,shuffle_pw,0.5361565873770485,0.4988845438968517,0.573942969243279,500,10000,12345,True,
relabel_effect,Qwen2.5-1.5B,qwen25_15b,TruthfulQA-MC,truthfulqa_mc,option_relabel_shuffle_reset,wrong_reduction,0.23669198632259744,0.19691086113041453,0.2759357420264021,500,10000,12345,True,
relabel_effect,Qwen2.5-14B,qwen25_14b,MMLU-Pro,mmlu_pro,option_relabel_shuffle_reset,baseline_pw,0.5281754537566689,0.48688182116337503,0.5702949584802575,500,10000,12345,True,
relabel_effect,Qwen2.5-14B,qwen25_14b,MMLU-Pro,mmlu_pro,option_relabel_shuffle_reset,shuffle_pw,0.6200254854247241,0.5793393403949078,0.6607591157618452,500,10000,12345,True,
relabel_effect,Qwen2.5-14B,qwen25_14b,MMLU-Pro,mmlu_pro,option_relabel_shuffle_reset,wrong_reduction,-0.09185003166805532,-0.12447842126413497,-0.05864873775250741,500,10000,12345,True,
relabel_effect,Qwen2.5-7B,qwen25_7b,MMLU-Pro,mmlu_pro,option_relabel_shuffle_reset,baseline_pw,0.5144294575846117,0.4732123251103097,0.5552582034352468,500,10000,12345,True,
relabel_effect,Qwen2.5-7B,qwen25_7b,MMLU-Pro,mmlu_pro,option_relabel_shuffle_reset,shuffle_pw,0.4905134460562611,0.44885530387809763,0.5314350227666143,500,10000,12345,True,
relabel_effect,Qwen2.5-7B,qwen25_7b,MMLU-Pro,mmlu_pro,option_relabel_shuffle_reset,wrong_reduction,0.023916011528350593,-0.01816087522490963,0.06402013587714789,500,10000,12345,True,
